,Title,Abstract,Claims
0,system method optogenetic therapy,configuration described utilizing lightactivated protein within cell membrane subcellular region assist medical treatment paradigm hypertension treatment via anatomically specific temporally precise modulation renal plexus activity invention provides protein nucleic acid vector method genetically targeted expression lightsensitive protein specific cell defined cell population particular invention provides system device method millisecondtimescale temporal control certain cell activity using moderate light intensity generation inhibition electrical spike nerve cell excitable cell,method preventing hypertension comprising implanting optical applicator coupling least one tissue structure deliver photon least one branch renal nerve plexus genetically modified light sensitive protein implanting implantable light source intercoupled implantable power supply coupling least one tissue structure implantable light source configured deliver photon input optical applicator implantable light source drawing power implantable power supply c implanting implantable controller coupling least one tissue structure implantable controller configured cause implantable light source chronically direct enough illumination light sensitive protein implantable light source implantable optical applicator least partially inhibit action potential transmission within least one branch renal nerve plexus
1,watersoluble peptide fluorescence material,watersoluble peptide fluorescence material structure formula formula n integer greater equal independently selected hydrogen nitrogencontaining functional group independently selected hydrogen alkyl polymerized least one amino acid monomer structure formula ii formula ii integer greater equal amino acid monomer independently selected hydrogen alkyl aralkyl alkylthioaalkyl hydroxyaralky heteroaralkyl carboxylalkyl guanidinylalkyl independently selected hydrogen alkyl aralkyl alkylthioaalkyl hydroxyaralky heteroaralkyl carboxylalkyl guanidinylalkyl monoglycosyl biglycosyl oligosaccharyl hydrogen alkyl aralkyl alkylthioaalkyl hydroxyaralky heteroaralkyl carboxylalkyl guanidinylalkyl,method preparing watersoluble peptide fluorescence material method comprising grafting first amino acid monomer resin amino group first amino acid monomer first protective group thereon removing first protective group amino group using coupling agent couple amino group form watersoluble peptide fluorescence material independently selected hydrogen nitrogen containing functional group cleaving watersoluble peptide fluorescence material resin method preparing watersoluble peptide fluorescence material removing first protective group comprising using coupling agent couple second amino acid monomer amino group first amino acid monomer amino group second amino acid monomer second protective group thereon removing second protective group method preparing watersoluble peptide fluorescence material nitrogencontaining functional group glucosamine nitro group pyrrolidine piperidine azepane azocane method preparing watersoluble peptide fluorescence material coupling agent comprises
2,dual specificity antibody fusion,present invention provides dual specificity antibody fusion protein comprising antibody fab fab fragment specificity antigen interest said fragment fused least one single domain antibody specificity second antigen interest,albumin binding antibody comprising sequence given seq id sequence given seq id sequence given seq id sequence given seq id sequence given seq id sequence given seq id albumin binding antibody comprising heavy chain vh domain sequence given seq id albumin binding antibody comprising light chain vl domain sequence given seq id albumin binding antibody antibody whole antibody functionally active fragment derivative albumin binding antibody antibody fab modified fab fab fv single domain antibody scfv bi tri tetravalent antibody bisscfv diabody triabody tetrabody epitopebinding fragment albumin binding antibody antibody multispecific albumin binding antibody antibody conjugated antibody protein molecule albumin binding antibody antibody fully human humanised albumin binding antibody albumin human serum albumin albumin binding antibody antibody binding affinity albumin better pharmaceutical composition comprising albumin binding antibody pharmaceutical composition composition treatment disease disorder disease disorder inflammatory disease disorder immune disease disorder fibrotic disorder andor cancer inflammatory disease disorder andor immune disease disorder comprise rheumatoid arthritis psoriatic arthritis still disease muckle well disease psoriasis crohn disease ulcerative colitis sle systemic lupus erythematosus asthma allergic rhinitis atopic dermatitis multiple sclerosis vasculitis type diabetes mellitus transplantation graftversushost disease fibrotic disorder comprises idiopathic pulmonary fibrosis ipf systemic sclerosis scleroderma kidney fibrosis diabetic nephropathy iga nephropathy hypertension endstage renal disease peritoneal fibrosis continuous ambulatory peritoneal dialysis liver cirrhosis agerelated macular degeneration armd retinopathy cardiac reactive fibrosis scarring keloid burn skin ulcer angioplasty coronary bypass surgery arthroplasty cataract surgery cancer comprises malignant new growth arises epithelium found skin lining breast ovary prostate lung kidney pancreas stomach bladder bowel andor ii bone liver lung brain cancer nucleic acid molecule encoding albumin binding antibody nucleic acid molecule nucleic acid molecule cdna expression vector comprising nucleic acid molecule recombinant host cell comprising expression vector albumin binding antibody comprising sequence given seq id sequence given seq id sequence given seq id sequence given seq id sequence given seq id sequence given seq id
3,treatment diagnosis colon cancer,present invention discloses novel agent method diagnosis treatment colon cancer also disclosed related array kit screening method,method treating colon cancer subject need comprising decreasing subject expression level activity creatine kinase braintype ckb creatine transporter channel method decreasing step carried administering subject cyclocreatine method comprising administering subject additional therapeutic agent method additional therapeutic agent selected group consisting betaguanidinopropionic acid oxaliplatin irinotecan capecitabine gemcitabine cetuximab taxol avastin method one cancer metastatic method treating cancer subject need comprising administering subject betaguanidinopropionic acid cancer one selected group consisting colon cancer pancreatic cancer gastric cancer liver cancer breast cancer prostate cancer lung cancer melanoma method treating colon cancer subject need comprising increasing subject expression level microrna selected group consisting method colon cancer metastatic method increasing step carried administering subject nucleic acid encoding method nucleic acid oligonucleotide method oligonucleotide synthetic nucleic acid method nucleic acid vector method vector selected group consisting plasmid virus cosmid artificial chromosome method virus adeno associated virus aav pdx virus method one comprising administering subject additional therapeutic agent method nucleic acid comprises sequence one seq id no complement method determining whether subject risk metastatic colon cancer comprising obtaining subject sample measuring sample expression level microrna selected group consisting comparing expression level predetermined reference value whereby subject determined risk metastatic colon cancer expression level predetermined reference value method determining whether subject risk recurrence metastatic colon cancer comprising obtaining subject sample measuring sample expression level microrna selected group consisting comparing expression level predetermined reference value whereby subject determined risk recurrence metastatic colon cancer expression level predetermined reference value method determining whether subject risk recurrence metastatic colon cancer resistant chemotherapeutics targeted therapy comprising obtaining subject sample measuring sample expression level microrna selected group consisting comparing expression level predetermined reference value whereby subject determined risk colon cancer metastatic colon cancer resistant chemotherapeutic targeted therapy expression level predetermined reference value method one predetermined reference value obtained control subject metastatic colon cancer method one sample body fluid sample method one sample tumor sample array comprising support plurality unique location ii combination least one nucleic acid sequence complementary expression product gene encoding ckb nucleic acid immobilized unique location support kit diagnosing metastatic potential colon cancer subject comprising reagent specifically bind expression product gene encoding ckb
4,composition method treating preventing staphylococcus aureus infection,antibody fab region specifically bind staphylococcus aureus protein capable mediating opsinization staphylococcus aureus bacteria despite expression antibody neutralizing protein antibody antigenbinding fragment used method treating andor preventing staphylococcus aureus infection,method displacing human igg immunoglobulin bound staphylococcus aureus protein spa via fc region method comprising step contacting human iggspa complex purified monoclonal antibody specifically bind spa ksubd le b via fab region paratope whereby purified monoclonal antibody displaces human igg immunoglobulin bound spa method human iggspa complex located staphylococcus aureus bacterium method staphylococcus aureus bacterium located human method purified monoclonal antibody human humanized monoclonal antibody method purified monoclonal antibody human monoclonal antibody method human iggspa complex located staphylococcus aureus bacterium staphylococcus aureus bacterium located human method human iggspa complex located staphylococcus aureus bacterium staphylococcus aureus bacterium located human method monoclonal antibody able mediate opsonization spa expressing staphylococcus aureus bacteria presence least mgml igg immunoglobulin bind spa via fc region method purified monoclonal antibody bind epitope present extracellular domain spa method purified monoclonal antibody bind igg binding domain spa method purified monoclonal antibody bind xsubr repeat region spa
5,detecting cholangiocarcinoma,provided technology relating detecting neoplasia particularly exclusively method composition related us detecting neoplasm cholangiocarcinoma,method characterizing sample obtained human subject comprising obtaining sample human subject b assaying methylation state one marker sample marker comprises base chromosomal region annotation selected following group marker prkcb ptgdr c comparing methylation state assayed marker methylation state marker assayed subject neoplasm
6,system method improved spinal cord stimulation,stimulation treatment various medical disorder neurological disorder comprise novel system strategy method providing tm electrical magnetic optical stimulation modality stimulation method comprise varying stimulation parameter improve therapeutic efficacy stimulation decrease risk habituation sideeffects interference normal brain sensory motor cognitive process creation subsequent variation stimulation parameter use sensed data order match adjust avoid matching characteristic stimulation therapy relative certain endogenous brain activity novel method described choosing creating subsequently stimulating partial signal summate produce therapeutic vector field unique temporal pattern low highfrequency spectral content improvement treatment pain disclosed,patient treatment system comprising implantable pulse generator programmed provide first pulsed electrical signal least one frequency selected within range khz khz implantable pulse generator least first implantable electrical lead first set electrical contact delivering first pulsed electrical signal least one location along patient spinal cord treat pain patient application first pulsed electrical signal implantable pulse generator configured provide first pulsed electrical signal without first pulsed electrical signal producing unwanted sideeffect related sensory processing system first pulsed electrical signal realized modulated carrier signal system first pulsed electrical signal realized modulated carrier signal modulation signal selected avoid producing said unwanted sideeffect related interference sensory processing system first pulsed electrical signal realized modulated carrier signal selected avoid producing unwanted sideeffect related interference least one motor process system implantable pulse generator programmed provide first pulsed electrical signal selected frequency selected deter sideeffect related interference motor process system implantable pulse generator programmed stimulation protocol creates first pulsed electrical signal balanced biphasic pulse approximately balanced opposite current amplitude system implantable pulse generator programmed provide first pulsed electrical signal frequency khz khz system electrical contact stimulator used provide pulsed electrical signal spaced apart distance geometry selected adjusted relation intended superposition signal component vector stimulus waveform system implantable pulse generator programmed provide first pulsed electrical signal selected frequency within range khz khz system implantable pulse generator programmed provide first pulsed electrical signal selected frequency frequency selected increase transmission signal tissue compared lower frequency range frequency range khz khz system implantable pulse generator programmed modulate first pulsed electrical signal using selected modulation frequency within range approximately hz hz system implantable pulse generator programmed adjust first pulsed electrical signal amplitude based upon least one impedance measurement system including sensing subsystem least one sensor positioned detect sensed data including evoked response first pulsed electrical signal system including sensing subsystem least one sensor positioned detect sensed data including evoked response first pulsed electrical signal system configured adjust characteristic first pulsed electrical signal based upon evaluation characteristic sensed data system including sensing subsystem least one sensor configured sense sensed data selected group temperature emg combination evaluation subsystem configured evaluate sensed data adjust least one stimulation protocol parameter based upon evaluation sensed data system including sensing subsystem least one sensor configured sense sensed data selected group acceleration activity pressure motion combination evaluation subsystem configured evaluate sensed data adjust least one stimulation protocol parameter based upon evaluation sensed data system including sensing subsystem least one sensor configured sense sensed data related patient evaluation subsystem configured evaluate sensed data adjust least one stimulation protocol parameter modulation signal based upon evaluation sensed data patient treatment system comprising neurostimulator system programmed provide first pulsed electrical signal within frequency range approximately khz approximately khz implantable pulse generator least first implantable electrical lead first set electrical contact delivering first pulsed electrical signal least one location along patient spinal cord treat pain patient application first pulsed electrical signal first pulsed electrical signal configured treat pain without first pulsed electrical signal producing unwanted sideeffect related sensory processing external device communication system communicate control implantable pulse generator patient treatment system comprising signal generator configured providing plurality electrical stimulation signal respective plurality electrode positioned spinal cord stimulation stimulation circuitry configured generating plurality individual electrical pulse train plurality pulse rate multiplexing circuit coupled plurality electrical terminal signal generator control circuitry configured operating multiplexor concurrently convey plurality electrical pulse train respectively signal generator common electrical terminal thereby creating combined vector electrical pulse train faster pulse rate individual pulse train combined electrical pulse train average pulse rate equal greater khz le khz whereby provision stimulation occurs without stimulation electrical signal producing unwanted sideeffect related sensory processing
7,electrosurgical medical system method,method controlling electrosurgical electrode medical device includes operating rf generator generate rf signal first rf power level initiate tissue cutting first rf power level associated start mode rf generator operating rf generator generate rf signal second rf power level tissue cutting second rf power level lower first rf power level second rf power level associated cutting mode rf generator monitoring electrical characteristic associated electrosurgical electrode sensor adjusting dc input voltage applied output stage rf amplifier based monitored electrical characteristic associated electrosurgical electrode maintain desired rf power output desired rf duty cycle second rf power level,method controlling electrosurgical electrode medical device comprising providing rf generator coupled electrosurgical electrode return electrode rf generator including rf amplifier operating rf generator generate rf signal first rf power level initiate tissue cutting first rf power level associated start mode rf generator operating rf generator generate rf signal second rf power level tissue cutting second rf power level lower first rf power level second rf power level associated cutting mode rf generator monitoring electrical characteristic associated electrosurgical electrode sensor adjusting dc input voltage applied output stage rf amplifier based monitored electrical characteristic associated electrosurgical electrode maintain desired rf power output desired rf duty cycle second rf power level method comprising selecting one run rf duty cycle run mode start rf duty cycle start mode start mode preceding run mode method comprising maintaining constant duty cycle adjusting least one rf output voltage rf output current second rf power level cutting mode electrosurgical tissue cutting electrode cutting method comprising automatically switching start mode run mode electrosurgical tissue cutting electrode begin tissue cutting establishing desired rf power output desired rf duty cycle take place start mode run mode includes maintaining lower rf power output run mode start mode method comprising maintaining different duty cycle run mode start mode method switching occurs responsive onset plasma generation electrosurgical tissue cutting electrode method controlling electrosurgical electrode medical device comprising providing handheld electrosurgical electrode cutting probe cutting probe free distal end providing return electrode configured positioned remote electrosurgical electrode providing rf generator coupled electrosurgical electrode return electrode rf generator including rf amplifier operating rf generator generate rf signal first rf power level initiate tissue cutting first rf power level associated start mode rf generator operating rf generator generate rf signal second rf power level tissue cutting second rf power level lower first rf power level second rf power level associated cutting mode rf generator monitoring electrical characteristic associated electrosurgical electrode sensor adjusting dc input voltage applied output stage rf amplifier based monitored electrical characteristic associated electrosurgical electrode maintain desired rf power output desired rf duty cycle second rf power level method comprising selecting one run rf duty cycle run mode start rf duty cycle start mode start mode preceding run mode method comprising maintaining constant duty cycle adjusting least one rf output voltage rf output current second rf power level cutting mode electrosurgical tissue cutting electrode cutting method comprising automatically switching start mode run mode electrosurgical tissue cutting electrode begin tissue cutting establishing desired rf power output desired rf duty cycle take place start mode run mode includes maintaining lower rf power output run mode start mode method comprising maintaining different duty cycle run mode start mode method switching occurs responsive onset plasma generation electrosurgical tissue cutting electrode
8,biometrics system biologic information storage portable device,biometrics system building entrance unlocking bank account authentication reference information registered administration system transmitted room mobilephone private storage original reference information deleted system biologic information gotten upon authentication transmitted wireless system room mobilephone comparison reference result returned system reference tentatively sent back system comparison gotten biologic information biologic information sent mobilephone also includes health control information storage display mobilephone also receive blood pressure information waiting lounge medical institution though wireless local communication even main power shut communication biometrics system mobilephone encrypted system includes sensor unit protection unit abnormality separately checked,main entrance authentication system area commonly utilized predetermined person authenticating one predetermined person access main entrance area reaching predetermined one sub area within area comprising information sensor provided main entrance authentication system arranged sense information person authenticated administrator provided main entrance authentication system arranged administrate main entrance authentication system transmitter provided main entrance authentication system arranged transmit advance information success authentication person main entrance predetermined one sub area authenticated person going reach lock control system main entrance commonly utilized plurality person lock control system arranged unlock main entrance accordance authentication one sub area unlocked information success authentication main entrance advance unlocked person actually reach one sub area transmitter arranged transmit information success authentication person main entrance sub area one sub area authenticated person going reach building entrance authentication system transmitter includes wireless local communication apparatus main entrance authentication system area commonly utilized first predetermined person second predetermined person authenticating one predetermined person access main entrance area reaching predetermined one sub area within area sub area including first area first person going reach second area second person going reach comprising information sensor provided main entrance authentication system arranged sense information person authenticated administrator provided main entrance authentication system arranged administrate main entrance authentication system administrator including identifier person authenticated distinguish first person second person transmitter provided main entrance authentication system arranged inform inside area advance whether person authenticated going reach first area second area response information success authentication person main entrance lock control system main entrance commonly utilized plurality lock control system arranged unlock main entrance accordance authentication person main entrance authentication system area commonly utilized first predetermined person second predetermined person authenticating one predetermined person access main entrance area reaching predetermined one sub area within area sub area including first area first person going reach second area second person going reach comprising information sensor provided main entrance system arranged sense information person authenticated administrator provided main entrance authentication system arranged administrate main entrance authentication system administrator including identifier person authenticated distinguish first person second person transmitter provided main entrance system arranged inform inside area advance whether person authenticated going reach first area second area response information success authentication person main entrance admission control system main entrance commonly utilized plurality person admission control system arranged admit person authenticated entering area regardless whether person authenticated first person second person unless administrator fails authentication transmitter arranged inform inside area success authentication regardless whether person authenticated first person second person unless administrator fails authentication main entrance authentication system information sensor includes biologic information sensor arranged sense biologic information person authenticated administrator arranged administrate main entrance authentication system mean comparison biologic information gotten person biologic information sensor preliminarily registered reference biologic information person main entrance authentication system transmitter arranged inform person predetermined one sub area arrival person main entrance advance mean transmission information success authentication person main entrance main entrance authentication system transmitter arranged control equipment predetermined one sub area advance mean transmission information success authentication person main entrance main entrance authentication system equipment predetermined one sub area illumination turned mean transmission information success authentication person main entrance main entrance authentication system equipment predetermined one sub area air conditioner turned mean transmission information success authentication person main entrance main entrance authentication system sub area include unlock system unlock one sub area person actually reach one sub area main entrance authentication system one unlock system one sub area includes biologic information sensor arranged authenticate person actually reach one sub area main entrance authentication system transmitter arranged transmit advance information success authentication first person main entrance first one sub area first person going reach transmit information success first person main entrance second one sub area first person going reach transmitter arranged transmit advance information success authentication second person main entrance second one sub area second person going reach transmit information success second person main entrance first one sub area second person going reach main entrance authentication system information sensor includes biologic information sensor arranged sense biologic information person authenticated administrator arranged administrate main entrance authentication system mean comparison biologic information gotten person biologic information sensor preliminarily registered reference biologic information person main entrance authentication system transmitter arranged inform person within area whether person authenticated going reach first area second area response information arrival person main entrance advance mean transmission information success authentication person main entrance main entrance authentication system transmitter arranged control equipment selective one first sub area second sub area advance mean transmission information success authentication person main entrance main entrance authentication system equipment first sub area second sub area illumination turned mean transmission information success authentication person main entrance main entrance authentication system equipment first sub area second sub area air conditioner turned mean transmission information success authentication person main entrance main entrance authentication system information sensor includes biologic information sensor arranged sense biologic information person authenticated administrator arranged administrate main entrance authentication system mean comparison biologic information gotten person biologic information sensor preliminarily registered reference biologic information person main entrance authentication system transmitter arranged inform person within area whether person authenticated going reach first area second area response information arrival person main entrance advance mean transmission information success authentication person main entrance main entrance authentication system transmitter arranged control equipment selective one first sub area second sub area advance mean transmission information success authentication person main entrance
9,photocatalytic air treatment system method,photocatalytic air treatment system including apparatus method killing andor mineralizing bacteria virus mold fungi spore mycotoxin allergen similar microorganism agent oxidizing volatile organic compound vocs system comprises one reactor bed configured one stage reactor bed including plurality photocatalyst coated medium substantially surrounding plurality sheathed ultraviolet light source may arranged plurality configuration adjacent ultraviolet light source positioned create killing zone photocatalyst coated medium therebetween irradiated ultraviolet light multiple source increased number hydroxyl radical present photocatalyst generally comprises titanium dioxide may include one enhancer medium formed coated material induces photocatalyst form nanoparticle structure,apparatus treating air environment using photocatalytic reaction said apparatus comprising reactor bed including plurality medium coated least partially photocatalyst substance first plurality ultraviolet light source second plurality ultraviolet light source immersed within substantially surrounded said plurality medium portion said plurality medium resides substantially pair ultraviolet light source said first plurality ultraviolet light source said second plurality ultraviolet light source receiving ultraviolet light said ultraviolet light source producing plurality hydroxyl radical photocatalytic reaction said photocatalyst substance induced said ultraviolet light said ultraviolet source configured produce said ultraviolet light irradiance greater airhandling unit fluid communication said reactor bed adapted cause air flow medium said portion said plurality medium said air handling unit fluid communication said environment adapted cause air supplied said environment flowing said medium said portion said plurality medium first plurality ultraviolet light source arranged substantially first single row extending direction air flow first plurality ultraviolet light source longitudinal axis extending first direction direction air flow relative first plurality ultraviolet light source substantially transverse first direction second plurality ultraviolet light source arranged second single row generally parallel first single row second plurality ultraviolet light source longitudinal axis extending first direction first single row second single row arranged baffle air flow respective adjacent pair first plurality ultraviolet light source adjacent pair second plurality ultraviolet light source define elongate volume including portion plurality medium receiving ultraviolet light adjacent pair first plurality ultraviolet light source adjacent pair second plurality ultraviolet light source said apparatus comprises sheath contact least one medium said plurality medium interposed said one medium least one ultraviolet light source said plurality ultraviolet light source said sheath formed quartz material apparatus said environment comprises refrigerated cavity refrigerator apparatus said environment comprises refrigerated cavity wine cooler apparatus said environment comprises refrigerated cavity refrigeration system apparatus said portion said plurality medium comprises first portion said plurality medium said pair ultraviolet light source said plurality ultraviolet light source comprise first pair ultraviolet light source said plurality ultraviolet light source second portion said plurality medium resides substantially second pair ultraviolet light source said plurality ultraviolet light source receiving ultraviolet light said second pair ultraviolet light source combined irradiance range apparatus substantial portion said least one ultraviolet light source resides within said sheath apparatus said substantial portion said least one ultraviolet light source removable within said sheath apparatus medium said plurality medium formed material induces said photocatalyst substance form nanoparticle structure thereon apparatus said material comprises bora silica apparatus said plurality medium coated least partially enhancing substance adapted enhance reaction rate said photocatalytic reaction apparatus said enhancing substance comprises zirconium dioxide apparatus said photocatalyst substance comprises titanium dioxide apparatus adjacent ultraviolet light source said plurality ultraviolet light source arranged centertocenter distance therebetween within range inch inch apparatus ultraviolet light said adjacent ultraviolet light source least one wavelength range nanometer nanometer apparatus reactor bed includes enclosure least partially containing plurality ultraviolet light source plurality medium enclosure removably coupled air handling unit
